"security_id","symbol","name","series","tick_size","lot_size","instrument_type","segment","exchange","upper_limit","lower_limit","expiry_date","strike_price","freeze_quantity"
"590095","GOLDBEES","Nippon India Gold Bees ETF","E","1.0000","1","ETF","E","BSE","60.3300","40.2200","","","-1"
"590097","KOTAKGOLD","Kotak Mahindra Gold ETF","E","1.0000","1","ETF","E","BSE","60.6000","40.4000","","","-1"
"590113","HNGSNGBEES","Nippon India Hang Sen ETF","E","1.0000","1","ETF","E","BSE","310.8200","207.2100","","","-1"
"533244","ICICIGOLD","ICICI Prudential Gold ETF","E","1.0000","1","ETF","E","BSE","62.0400","41.3600","","","-1"
"533570","AXISGOLD","Axis Gold ETF","E","1.0000","1","ETF","E","BSE","60.4800","40.3200","","","-1"
"533172","IVZINGOLD","Invesco India Gold ETF","E","1.0000","1","ETF","E","BSE","6299.2900","4199.5200","","","-1"
"533719","LICMFGOLD","IDBI Gold ETF","E","1.0000","1","ETF","E","BSE","6494.0400","4329.3600","","","-1"
"533385","MON100","Motilal Oswal Nasdaq ETF","E","1.0000","1","ETF","E","BSE","143.0600","95.3700","","","-1"
"590101","GOLDSHARE","UTI Gold ETF","E","1.0000","1","ETF","E","BSE","60.4900","40.3200","","","-1"
"533230","HDFCGOLD","HDFCGOLD","E","1.0000","1","ETF","E","BSE","62.1100","41.4000","","","-1"
"533408","BSLGOLDETF","Aditya Birla Sun Life Gold ETF","E","1.0000","1","ETF","E","BSE","63.7500","42.5000","","","-1"
"590099","QGOLDHALF","Quantum Gold ETF","E","1.0000","1","ETF","E","BSE","60.0300","40.0200","","","-1"
"590098","SBIGETS","SBI Gold ETF","E","1.0000","1","ETF","E","BSE","62.1400","41.4300","","","-1"
"543452","ICICISILVE","ICICI Prudential Silver ETF","E","1.0000","1","ETF","E","BSE","88.2300","58.8200","","","-1"
"543471","SILVER","Aditya Birla Sun Life Mut","E","1.0000","1","ETF","E","BSE","88.2700","58.8400","","","-1"
"543572","DSPSILVETF","DSP Mutual Fund","E","1.0000","1","ETF","E","BSE","85.4800","56.9900","","","-1"
"543592","HDFCSILVER","HDFC Mutual Fund","E","1.0000","1","ETF","E","BSE","84.5100","56.3400","","","-1"
"543781","GOLDETF","Mirae Asset Mutual Fund","E","1.0000","1","ETF","E","BSE","70.5800","47.0500","","","-1"
"543900","SILVERETF","UTI Mutual Fund","E","1.0000","1","ETF","E","BSE","86.5800","57.7200","","","-1"
"543903","DSPGOLDETF","DSP Mutual Fund","E","1.0000","1","ETF","E","BSE","70.6200","47.0800","","","-1"
"543922","SILVRETF","Mirae Asset Mutual Fund","E","1.0000","1","ETF","E","BSE","86.4600","57.6400","","","-1"
"530043","ACKNIT","Acknit Industries ","XT","5.0000","1","ES","E","BSE","232.0500","209.9500","","","-1"
"505720","HERCULES","Hercules Hoists","B","5.0000","1","ES","E","BSE","368.9000","246.0000","","","-1"
"533259","SASTASUNDR","Sastasundar Ventures","B","5.0000","1","ES","E","BSE","321.6000","214.4000","","","-1"
"500210","INGERRAND","Ingersoll Rand","A","5.0000","1","ES","E","BSE","3585.3000","2390.2000","","","-1"
"526381","PATINTLOG","Patel Integrated Logistic","T","1.0000","1","ES","E","BSE","15.5600","14.0800","","","-1"
"509835","PREMSYN","Premier Synthetics","XT","1.0000","1","ES","E","BSE","14.5400","13.1600","","","-1"
"537392","TAAZAINT","Taaza International","X","1.0000","1","ES","E","BSE","13.4800","12.2000","","","-1"
"532218","SOUTHBANK","South Indian Bank","A","1.0000","1","ES","E","BSE","32.1300","21.4300","","","-1"
"532392","CREATIVEYE","Creative Eye","B","1.0000","1","ES","E","BSE","4.4700","2.9900","","","-1"
"523716","ASHIANA","Ashiana Housing","B","5.0000","1","ES","E","BSE","247.2000","164.8000","","","-1"
"506180","EMERGENT","Emergent Industrial Solutions","XT","1.0000","1","ES","E","BSE","99.7500","90.2500","","","-1"
"503776","MODIPON","Modipon","X","1.0000","1","ES","E","BSE","41.9100","34.2900","","","-1"
"531456","MINAXI","Minaxi Textiles","X","1.0000","1","ES","E","BSE","1.8000","1.2000","","","-1"
"522171","TMTIND-B1","Tmt","XT","1.0000","1","ES","E","BSE","2.9200","2.6600","","","-1"
"524711","VISTAPH","Vista Pharmaceuticals","XT","1.0000","1","ES","E","BSE","19.7000","18.9400","","","-1"
"500696","HINDUNILVR","Hindustan Unilever","A","5.0000","1","ES","E","BSE","2730.5000","2234.1000","","","-1"
"509069","INFOMEDIA","Infomedia Press","B","1.0000","1","ES","E","BSE","5.4200","4.9200","","","-1"
"532189","ITDC","ITDC","B","5.0000","1","ES","E","BSE","451.9500","301.3500","","","-1"
"542679","DEL","Dhanashree Electronics Li","XT","1.0000","1","ES","E","BSE","40.6900","36.8300","","","-1"
"540136","HPL","Hpl Electric & Power Limi","B","5.0000","1","ES","E","BSE","229.5500","207.7500","","","-1"
"506480","GOCLCORP","GOCL Corp","B","5.0000","1","ES","E","BSE","507.0000","338.0000","","","-1"
"532994","ARCHIDPLY","Archidply Industries","T","1.0000","1","ES","E","BSE","71.3200","64.5400","","","-1"
"539533","ELITECON","Elitecon International","XT","1.0000","1","ES","E","BSE","11.0200","9.9800","","","-1"
"540678","COCHINSHIP","Cochin Shipyard","A","5.0000","1","ES","E","BSE","1202.2000","801.5000","","","-1"
"532505","UCOBANK","UCO Bank","A","1.0000","1","ES","E","BSE","51.6300","34.4300","","","-1"
"517273","S&SPOWER","S&S Power Switchgear","T","1.0000","1","ES","E","BSE","94.8200","91.1200","","","-1"
"531237","DHRUVCA","Dhruva Capital Services L","XT","1.0000","1","ES","E","BSE","102.8300","98.8100","","","-1"
"539894","MADHAVIPL","Madhav Infra Projects Lim","XT","1.0000","1","ES","E","BSE","7.4700","6.7700","","","-1"
"530065","LORDSHOTL","Lords Ishwar Hotels Limit","XT","1.0000","1","ES","E","BSE","11.5000","10.4200","","","-1"
"531778","KACHCHH","Kachchh Minerals","X","1.0000","1","ES","E","BSE","21.1000","19.1000","","","-1"
"530581","EKAMLEA","Ekam Leasing & Finance Co","XT","1.0000","1","ES","E","BSE","7.2300","6.5500","","","-1"
"523260","PEARLPOLY","Pearl Polymers","B","1.0000","1","ES","E","BSE","31.2300","20.8300","","","-1"
"523628","PODDAR","Poddar Housing And Develo","B","1.0000","1","ES","E","BSE","105.6100","95.5700","","","-1"
"526301","MEDINOV","Medinova Diagnostic Servi","XT","1.0000","1","ES","E","BSE","29.1700","26.4100","","","-1"
"533287","ZEELEARN","Zee Learn","T","1.0000","1","ES","E","BSE","6.1200","5.8800","","","-1"
"500096","DABUR","Dabur India","A","5.0000","1","ES","E","BSE","617.3500","505.1500","","","-1"
"530259","INTSTOIL","Inter State Oil Carrier L","XT","1.0000","1","ES","E","BSE","37.7200","34.1400","","","-1"
"532553","WELENT","Welspun Enterprises Limte","A","5.0000","1","ES","E","BSE","331.2500","220.8500","","","-1"
"506734","MYSORPETRO","Mysore Petro Chemicals","X","5.0000","1","ES","E","BSE","186.0000","124.0000","","","-1"
"506520","JAYCH","Jayshree Chemicals","X","1.0000","1","ES","E","BSE","9.9600","6.6400","","","-1"
"524518","KREBSBIO","Krebs Biochemicals & Ind","T","1.0000","1","ES","E","BSE","67.5900","64.9500","","","-1"
"539600","CHAMAK","Chamak Holdings","X","1.0000","1","ES","E","BSE","13.1200","11.8800","","","-1"
"524091","CARYSIL","Carysil Limited","A","5.0000","1","ES","E","BSE","735.8000","490.6000","","","-1"
"513528","GLITTEKG","Glittek Granites","X","1.0000","1","ES","E","BSE","3.9700","3.2500","","","-1"
"524164","IOLCP","IOL Chem And Pharma","A","5.0000","1","ES","E","BSE","571.3500","380.9500","","","-1"
"514300","PIONEEREMB","Pioneer Embroideries","B","1.0000","1","ES","E","BSE","58.6600","39.1200","","","-1"
"509675","HIL","HIL","A","5.0000","1","ES","E","BSE","3463.1000","2308.8000","","","-1"
"533167","COROENGG","Coromandel Engineering Co","XT","1.0000","1","ES","E","BSE","38.9700","35.2700","","","-1"
"512455","LLOYDSME","Lloyds Metals And Energy","A","5.0000","1","ES","E","BSE","643.3000","428.9000","","","-1"
"500403","SUNDRMFAST","Sundram Fasteners","A","5.0000","1","ES","E","BSE","1473.3000","982.2000","","","-1"
"512626","ORBTEXP","Orbit Exports","T","5.0000","1","ES","E","BSE","169.6500","153.5500","","","-1"
"500228","JSWSTEEL","JSW Steel","A","5.0000","1","ES","E","BSE","851.7000","696.9000","","","-1"
"520043","MUNJALSHOW","Munjal Showa","B","5.0000","1","ES","E","BSE","175.8500","117.2500","","","-1"
"532809","FSL","Firstsource Solutions","A","5.0000","1","ES","E","BSE","194.2500","129.5500","","","-1"
"538881","GALADAFIN","Galada Finance","X","1.0000","1","ES","E","BSE","13.6200","12.3400","","","-1"
"533248","GPPL","Gujarat Pipavav Port","A","5.0000","1","ES","E","BSE","151.5500","101.0500","","","-1"
"532699","ROHLTD","Royal Orchid Hotels","B","5.0000","1","ES","E","BSE","340.9500","227.3500","","","-1"
"501144","PEOPLIN","Peoples Investments","XT","1.0000","1","ES","E","BSE","14.0100","12.6900","","","-1"
"514418","MANORG","Mangalam Organics","B","5.0000","1","ES","E","BSE","463.3500","308.9500","","","-1"
"512070","UPL","UPL","A","5.0000","1","ES","E","BSE","676.5000","553.5000","","","-1"
"531980","SENINFO","Senthil Infotek","XT","1.0000","1","ES","E","BSE","11.4500","10.3700","","","-1"
"506285","BAYERCROP","Bayer Cropscience","A","5.0000","1","ES","E","BSE","6458.4500","4305.6500","","","-1"
"526568","LONTE","Longview Tea Company","XT","1.0000","1","ES","E","BSE","26.4300","23.9300","","","-1"
"532868","DLF","DLF","A","5.0000","1","ES","E","BSE","567.4500","464.3500","","","-1"
"524663","BIBCL","Bharat Immunologicals & B","B","1.0000","1","ES","E","BSE","28.6200","19.0800","","","-1"
"523850","AXTEL","Axtel Industries","X","5.0000","1","ES","E","BSE","580.6500","387.1500","","","-1"
"533181","ISFT","Intrasoft Technologies","B","5.0000","1","ES","E","BSE","165.5000","110.4000","","","-1"
"526807","SEAMECLTD","Seamec","B","5.0000","1","ES","E","BSE","754.8000","503.2000","","","-1"
"532612","INDOCO","Indoco Remedies","A","5.0000","1","ES","E","BSE","409.3500","272.9500","","","-1"
"524652","INDSWFTLTD","Ind-Swift","T","1.0000","1","ES","E","BSE","21.6400","20.8000","","","-1"
"530171","DAULAT","Daulat Securities","X","1.0000","1","ES","E","BSE","24.6200","16.4200","","","-1"
"531909","CROISSANCE","Croissance Limited","XT","1.0000","1","ES","E","BSE","4.1600","4.0000","","","-1"
"500285","SPICEJET","Spicejet","B","1.0000","1","ES","E","BSE","43.1600","28.7800","","","-1"
"513513","ADITYA","Aditya Ispat","X","1.0000","1","ES","E","BSE","10.5000","7.0000","","","-1"
"539574","SCL","Sunshine Capital","XT","1.0000","1","ES","E","BSE","38.7600","37.2400","","","-1"
"523620","PHRMASI","Phaarmasia","XT","1.0000","1","ES","E","BSE","27.5100","24.8900","","","-1"
"531846","TRINITYLEA","Trinity League India","XT","1.0000","1","ES","E","BSE","17.5800","15.9200","","","-1"
"531539","RISHDIGA","Rishabh Digha Steel & All","X","1.0000","1","ES","E","BSE","23.8800","21.6200","","","-1"
"531162","EMAMILTD","Emami","A","5.0000","1","ES","E","BSE","622.3500","414.9500","","","-1"
"531688","PRITHVIEXCH","Prithvi Exchange","XT","1.0000","1","ES","E","BSE","75.0000","67.8600","","","-1"
"530271","RICHUNV","Rich Universe Network","XT","1.0000","1","ES","E","BSE","12.2700","11.1100","","","-1"
"532209","J&KBANK","J & K Bank","A","1.0000","1","ES","E","BSE","130.5200","87.0200","","","-1"
"538860","PANAFIC","Panafic Industrials","XT","1.0000","1","ES","E","BSE","1.1100","1.0100","","","-1"
"507970","PARMCOS-B","Paramount Cosmetics","X","1.0000","1","ES","E","BSE","44.3100","40.0900","","","-1"
"511585","REGTRUS","Regency Trust","X","1.0000","1","ES","E","BSE","1.7200","1.6600","","","-1"
"512131","SIGNETIND","Signet Industries","T","1.0000","1","ES","E","BSE","58.8000","39.2000","","","-1"
"513309","GOLKONDA","Golkonda Aluminium Extrus","Z","1.0000","1","ES","E","BSE","14.7000","13.3000","","","-1"
"500358","RAMAPETRO","Rama Petrochemicals","X","1.0000","1","ES","E","BSE","3.7000","3.3600","","","-1"
"526829","CONFIPET","Confidence Petroleum Indi","A","1.0000","1","ES","E","BSE","103.8700","69.2500","","","-1"
"533274","PRESTIGE","Prestige Estates Projects","A","5.0000","1","ES","E","BSE","717.3500","478.2500","","","-1"
"534674","DUCON","Ducon Infratechnologies","T","1.0000","1","ES","E","BSE","7.2200","6.9400","","","-1"
"533326","TEXRAIL","Texmaco Rail & Engineering","A","5.0000","1","ES","E","BSE","161.7500","107.8500","","","-1"
"500314","ORIENTHOT","Oriental Hotels","B","1.0000","1","ES","E","BSE","102.0100","68.0100","","","-1"
"514454","SOUTLAT","Southern Latex","XT","1.0000","1","ES","E","BSE","17.9000","16.2000","","","-1"
"513579","FFPL","Foundry Fuel Products","Z","1.0000","1","ES","E","BSE","3.5500","3.4300","","","-1"
"500418","TOKYOPLAST","Tokyo Plast International","B","5.0000","1","ES","E","BSE","121.2000","80.8000","","","-1"
"539195","POEL","Pocl Enterprises","X","5.0000","1","ES","E","BSE","220.9500","147.3500","","","-1"
"532092","SAGARPROD","Sagar Productions","XT","1.0000","1","ES","E","BSE","3.4200","3.1000","","","-1"
"540797","SHALBY","Shalby","B","5.0000","1","ES","E","BSE","273.6500","182.4500","","","-1"
"500060","BIRLACABLE","Birla Cable","B","5.0000","1","ES","E","BSE","339.3000","307.0000","","","-1"
"531847","ASTAR","Asian Star","B","5.0000","1","ES","E","BSE","970.3000","646.9000","","","-1"
"533078","MANJEERA","Manjeera Constructions Lt","XT","1.0000","1","ES","E","BSE","31.5000","28.5000","","","-1"
"532875","ADSL","Allied Digital Services L","B","5.0000","1","ES","E","BSE","158.3000","105.6000","","","-1"
"522108","YUKEN","Yuken India","B","5.0000","1","ES","E","BSE","854.3000","569.6000","","","-1"
"500490","BAJAJHLDNG","Bajaj Holdings and Investments","A","5.0000","1","ES","E","BSE","8800.9500","5867.3500","","","-1"
"506074","ARSHIYA","Arshiya","T","1.0000","1","ES","E","BSE","4.8200","4.6400","","","-1"
"517530","SURANAT&P","Surana Telecom And Power","B","1.0000","1","ES","E","BSE","13.2800","8.8600","","","-1"
"511473","INDBANK","Indbank Merchant Banking","T","1.0000","1","ES","E","BSE","39.9100","36.1100","","","-1"
"533333","FCL","Fineotex Chemical","A","5.0000","1","ES","E","BSE","377.0000","251.4000","","","-1"
"531215","RTSPOWR","Rts Power Corporation","X","5.0000","1","ES","E","BSE","199.6500","133.1500","","","-1"
"500179","HCL-INSYS","HCL Infosystems","T","1.0000","1","ES","E","BSE","17.9700","16.2700","","","-1"
"523630","NFL","National Fertilizers","A","1.0000","1","ES","E","BSE","87.1600","58.1200","","","-1"
"513517","STEELCAS","Steelcast","B","5.0000","1","ES","E","BSE","847.6000","565.1000","","","-1"
"504341","RELTD","Ravindra Energy","X","1.0000","1","ES","E","BSE","66.6000","44.4000","","","-1"
"534675","PROZONER","Prozone realty","B","1.0000","1","ES","E","BSE","35.0200","23.3600","","","-1"
"522275","GET&D","Ge T&D India","B","5.0000","1","ES","E","BSE","421.1000","381.0000","","","-1"
"532321","ZYDUSLIFE","Zydus life","A","5.0000","1","ES","E","BSE","655.1500","536.0500","","","-1"
"532915","RELIGARE","Religare Enterprises","A","5.0000","1","ES","E","BSE","326.9000","218.0000","","","-1"
"530735","SUPERBAK","Super Bakers","X","1.0000","1","ES","E","BSE","28.2500","25.5700","","","-1"
"506146","VIVIDHA","Visagar Polytex","B","1.0000","1","ES","E","BSE","1.2300","0.8300","","","-1"
"504340","CONFINT","Confidence Finance And Trading","XT","1.0000","1","ES","E","BSE","7.7800","7.4800","","","-1"
"513548","SHRDAIS","Sharda Ispat","XT","5.0000","1","ES","E","BSE","148.8500","143.0500","","","-1"
"502281","TRIVENIGQ","Triveni Glass","XT","1.0000","1","ES","E","BSE","18.9500","17.1500","","","-1"
"509480","BERGEPAINT","Berger Paints","A","5.0000","1","ES","E","BSE","734.5500","601.0500","","","-1"
"539546","BNL","Beekay Niryat","X","1.0000","1","ES","E","BSE","78.0400","52.0400","","","-1"
"516078","JUMBO","Jumbo Bag","XT","1.0000","1","ES","E","BSE","27.6100","24.9900","","","-1"
"530007","JKTYRE","JK Tyre & Industries","A","5.0000","1","ES","E","BSE","333.9000","222.6000","","","-1"
"500038","BALRAMCHIN","Balrampur Chini Mills","A","5.0000","1","ES","E","BSE","455.6500","372.8500","","","-1"
"526576","TECHIN","Techin","T","1.0000","1","ES","E","BSE","12.1300","11.6700","","","-1"
"530355","ASIANENE","Asian Energy Services","B","5.0000","1","ES","E","BSE","175.5500","158.8500","","","-1"
"540777","HDFCLIFE","HDFC Life","A","5.0000","1","ES","E","BSE","713.7500","584.0500","","","-1"
"539562","AARNAV","Aarnav Fashions","X","1.0000","1","ES","E","BSE","37.7700","25.1900","","","-1"
"533101","SURYAAMBA","Suryaamba Spinning Mills","X","5.0000","1","ES","E","BSE","179.7000","162.6000","","","-1"
"533164","TEXMOPIPES","Texmo Pipes & Products Lt","T","1.0000","1","ES","E","BSE","71.9900","65.1500","","","-1"
"517166","SPELS","Spel Semiconductor","XT","1.0000","1","ES","E","BSE","60.1200","54.4000","","","-1"
"504380","FLOMIC","Flomic Global Logistics","X","1.0000","1","ES","E","BSE","110.0400","73.3600","","","-1"
"530855","GDLLEAS","GDL LEASING & FINANCE LTD","XT","1.0000","1","ES","E","BSE","8.7400","7.9200","","","-1"
"507852","ADDIND","Addi Ind.","X","1.0000","1","ES","E","BSE","48.0400","32.0400","","","-1"
"519287","MODAIRY","Modern Dairies","X","1.0000","1","ES","E","BSE","24.0400","16.0400","","","-1"
"514264","SEASONST","Seasons Textiles","X","1.0000","1","ES","E","BSE","14.2600","12.9200","","","-1"
"519367","TRANSFD","Transglobe Foods","XT","1.0000","1","ES","E","BSE","80.8800","77.7200","","","-1"
"500174","GLFL","Gujarat Lease Financing","B","1.0000","1","ES","E","BSE","3.4600","3.1400","","","-1"
"521178","SRMCL","Sri Ramakrishna Mills (Co","XT","1.0000","1","ES","E","BSE","29.4000","26.6000","","","-1"
"511066","SAKTHIFIN","Sakthi Finance","X","1.0000","1","ES","E","BSE","38.2000","31.2600","","","-1"
"533014","SICAGEN","Sicagen India","XT","1.0000","1","ES","E","BSE","42.7800","38.7200","","","-1"
"540980","YSL","The Yamuna Syndicate","X","5.0000","1","ES","E","BSE","19110.0000","17290.0000","","","-1"
"504378","NYSSACORP","Nyssa Corporation","X","1.0000","1","ES","E","BSE","6.8600","5.6200","","","-1"
"539118","VRLLOG","VRL Logistics","A","5.0000","1","ES","E","BSE","844.0500","562.7500","","","-1"
"502157","MANGLMCEM","Mangalam Cement","B","5.0000","1","ES","E","BSE","439.9000","293.3000","","","-1"
"512047","ROYALIND","Royal India Corporation L","XT","1.0000","1","ES","E","BSE","3.0200","2.9200","","","-1"
"531161","ABMKNO","Abm Knowledgeware","X","1.0000","1","ES","E","BSE","112.0000","74.6800","","","-1"
"513010","TATASTLLP","Tata Steel Long Products","B","5.0000","1","ES","E","BSE","969.2000","646.2000","","","-1"
"538777","ASIACAP","Asia Capital","XT","1.0000","1","ES","E","BSE","17.3700","15.7300","","","-1"
"531228","RANDER","Rander Corporation","X","1.0000","1","ES","E","BSE","8.7500","8.4100","","","-1"
"530759","STERTOOLS","Sterling Tools","B","5.0000","1","ES","E","BSE","430.0500","286.7500","","","-1"
"530431","ADORFO","Ador Fontech","X","5.0000","1","ES","E","BSE","129.9500","86.6500","","","-1"
"532113","BRIJLEAS","Brijlaxmi Leasing & Finan","X","1.0000","1","ES","E","BSE","4.0700","3.6900","","","-1"
"500333","PIXTRANS","Pix Transmissions","B","5.0000","1","ES","E","BSE","1311.0000","874.0000","","","-1"
"539174","HELPAGE","Helpage Finlease","XT","1.0000","1","ES","E","BSE","12.3900","11.2100","","","-1"
"531051","VINTAGES","Vintage Securities","XT","1.0000","1","ES","E","BSE","11.7600","10.6400","","","-1"
"535387","LAKHOTIA","Lakhotia Polyesters (Indi","XT","1.0000","1","ES","E","BSE","43.5000","41.8000","","","-1"
"511611","DCMFINSERV","Dcm Financial Services","B","1.0000","1","ES","E","BSE","4.5100","4.0900","","","-1"
"517214","DIGISPICE","Digispice Technologies Li","T","1.0000","1","ES","E","BSE","35.1900","31.8500","","","-1"
"533269","WABAG","Va Tech Wabag","A","5.0000","1","ES","E","BSE","557.5500","371.7500","","","-1"
"500266","MAHSCOOTER","Maharashtra Scooters","A","5.0000","1","ES","E","BSE","9047.8500","6031.9500","","","-1"
"540719","SBILIFE","SBI Life Insurance","A","5.0000","1","ES","E","BSE","1450.7000","1187.0000","","","-1"
"526441","VISIONCINE","Vision Cinemas","XT","1.0000","1","ES","E","BSE","1.0600","0.9600","","","-1"
"531784","KCLINFRA","Kcl Infra Projects Limite","XT","1.0000","1","ES","E","BSE","1.7600","1.7000","","","-1"
"511628","IMCAP","IM Capitals","X","5.0000","1","ES","E","BSE","487.2000","440.8000","","","-1"
"537291","NATHBIOGEN","Nath Bio-Genes Lt","B","5.0000","1","ES","E","BSE","249.9000","166.6000","","","-1"
"505688","BHARATGEAR","Bharat Gears","B","5.0000","1","ES","E","BSE","147.3500","98.2500","","","-1"
"524332","BCLIL","Bcl Industries","B","5.0000","1","ES","E","BSE","643.5500","429.0500","","","-1"
"538092","VASUPRADA","Joonktollee Tea & Industr","X","1.0000","1","ES","E","BSE","84.7600","69.3600","","","-1"
"524000","POONAWALLA","Poonawalla Fincorp","A","5.0000","1","ES","E","BSE","448.3500","298.9500","","","-1"
"520059","MUNJALAU","Munjal Auto Industries","B","1.0000","1","ES","E","BSE","67.9400","45.3000","","","-1"
"526797","GREENPLY","Greenply Industries","B","5.0000","1","ES","E","BSE","198.7500","132.5500","","","-1"
"523826","SOVERDIA","Sovereign Diamonds","X","1.0000","1","ES","E","BSE","27.3000","18.2000","","","-1"
"526001","JAUSPOL","Jauss Polymers","X","1.0000","1","ES","E","BSE","5.0000","4.5400","","","-1"
"530055","HRMNYCP","Harmony Capital Services","XT","1.0000","1","ES","E","BSE","38.4300","36.9300","","","-1"
"521216","DHANROTO","Dhanalaxmi Roto Spinners","XT","5.0000","1","ES","E","BSE","112.4000","101.7000","","","-1"
"540497","SCHAND","S Chand And Company","B","5.0000","1","ES","E","BSE","328.2000","218.8000","","","-1"
"533576","VASWANI","Vaswani Industries","B","1.0000","1","ES","E","BSE","34.0200","22.6800","","","-1"
"532180","DHANBANK","Dhanlaxmi Bank","B","1.0000","1","ES","E","BSE","34.6200","23.0800","","","-1"
"522205","PRAJIND","Praj Industries","A","5.0000","1","ES","E","BSE","682.4000","455.0000","","","-1"
"531982","SPECFOOD","Spectrum Foods","XT","1.0000","1","ES","E","BSE","63.3400","42.2400","","","-1"
"531158","CATVISION","Catvision","X","1.0000","1","ES","E","BSE","15.8400","12.9600","","","-1"
"517467","MARSONS","Marsons","Z","1.0000","1","ES","E","BSE","6.0700","5.5100","","","-1"
"530077","FRSHTRP","Freshtrop Fruits","XT","5.0000","1","ES","E","BSE","198.3000","179.5000","","","-1"
"533208","EMAMIPAP","Emami Paper Mills","B","5.0000","1","ES","E","BSE","165.0500","110.0500","","","-1"
"532408","MEGASOFT","Megasoft","T","1.0000","1","ES","E","BSE","46.9200","45.0800","","","-1"
"532931","BURNPUR","Burnpur Cement","B","1.0000","1","ES","E","BSE","5.1300","4.6500","","","-1"
"505036","ACGL","Automobile Corporation Of Goa","X","5.0000","1","ES","E","BSE","1747.3000","1164.9000","","","-1"
"536264","TIGERLOGS","Tiger Logistics L","X","5.0000","1","ES","E","BSE","522.0500","348.0500","","","-1"
"504000","ELPROINTL","Elpro International","B","1.0000","1","ES","E","BSE","93.9300","62.6300","","","-1"
"512437","APOLLOFI","Apollo Finvest Lt","X","5.0000","1","ES","E","BSE","600.7000","400.5000","","","-1"
"541096","BPLPHARMA","Bharat Parenterals Limite","XT","5.0000","1","ES","E","BSE","579.0500","523.9500","","","-1"
"517385","SYMPHONY","Symphony","A","5.0000","1","ES","E","BSE","1061.4000","707.6000","","","-1"
"500296","NAHARSPING","Nahar Spinning Mills","B","5.0000","1","ES","E","BSE","313.5500","209.0500","","","-1"
"532884","REFEX","Refex Industries","B","5.0000","1","ES","E","BSE","692.7000","626.8000","","","-1"
"530571","EXPLICITFIN","Explicit Finance","X","1.0000","1","ES","E","BSE","3.8100","3.4500","","","-1"
"500033","FORCEMOT","Force Motors","B","5.0000","1","ES","E","BSE","3899.5000","3528.2000","","","-1"
"532613","VIPCLOTHNG","VIP Clothing Limited","T","1.0000","1","ES","E","BSE","55.1200","36.7600","","","-1"
"513511","PANCHMAHQ","Panchmahal Steel","X","5.0000","1","ES","E","BSE","172.8000","115.2000","","","-1"
"533261","EROSMEDIA","Eros International Media","B","1.0000","1","ES","E","BSE","22.3600","14.9200","","","-1"
"539045","MNKALCOLTD","Manaksia Aluminium Company","B","1.0000","1","ES","E","BSE","30.3300","20.2300","","","-1"
"521188","UNITEDTE","United Textiles","XT","1.0000","1","ES","E","BSE","14.6800","13.3000","","","-1"
"520155","STARLOG","Starlog Enterprises Limit","X","1.0000","1","ES","E","BSE","28.5300","25.8300","","","-1"
"500020","BOMDYEING","Bombay Dyeing","A","5.0000","1","ES","E","BSE","175.3500","116.9500","","","-1"
"540133","ICICIPRULI","ICICI Prudential Life Ins.","A","5.0000","1","ES","E","BSE","635.3000","519.8000","","","-1"
"530919","REMSONSIND","Remsons Industries","T","5.0000","1","ES","E","BSE","446.4500","403.9500","","","-1"
"540692","APEX","Apex Frozen Foods","B","5.0000","1","ES","E","BSE","268.5500","179.0500","","","-1"
"509525","EMPIND","Empire Ind.","X","5.0000","1","ES","E","BSE","1235.9000","824.0000","","","-1"
"531633","LINCOPH","Lincoln Pharma","B","5.0000","1","ES","E","BSE","601.6000","401.1000","","","-1"
"507514","SDBL","Som Distilleries & Brewer","B","5.0000","1","ES","E","BSE","382.2000","254.8000","","","-1"
"542141","TECHNOE","Techno Elec & Eng Co.","A","5.0000","1","ES","E","BSE","614.8500","409.9500","","","-1"
"500207","INDORAMA","Indo Rama Synthetics","B","1.0000","1","ES","E","BSE","61.2400","40.8400","","","-1"
"539518","UDAYJEW","Uday Jewellery Industries","X","5.0000","1","ES","E","BSE","153.7000","102.5000","","","-1"
"500240","KINETICENG","Kinetic Eng.","X","5.0000","1","ES","E","BSE","146.0500","132.1500","","","-1"
"530213","FORINTL","Fortune International","XT","1.0000","1","ES","E","BSE","32.3500","29.2700","","","-1"
"532504","NAVINFLUOR","Navin Fluorine","A","5.0000","1","ES","E","BSE","4916.3500","4022.5500","","","-1"
"531307","RRIL","RRIL","XT","1.0000","1","ES","E","BSE","22.2100","21.3500","","","-1"
"504646","BGWTATO","Bhagwati Autocast","X","5.0000","1","ES","E","BSE","621.0500","508.1500","","","-1"
"531257","PRATIKSH","Pratiksha Chemicals","X","1.0000","1","ES","E","BSE","25.5000","17.0000","","","-1"
"538993","PUROHITCON","Purohit Construction Limi","XT","1.0000","1","ES","E","BSE","6.2400","5.6600","","","-1"
"513059","GSAUTO","G.S.Auto International Lt","XT","1.0000","1","ES","E","BSE","22.2400","20.1400","","","-1"
"532334","HBESD","HB Estate Developers","X","1.0000","1","ES","E","BSE","42.5100","34.7900","","","-1"
"538596","QUANTBUILD","Quantum Build-Tech","X","1.0000","1","ES","E","BSE","3.1000","2.8200","","","-1"
"538837","JSTL","Jeevan Scientific Technol","X","1.0000","1","ES","E","BSE","70.9500","47.3100","","","-1"
